id,sku,name,url_key,price,regular_price,image
8428844,2003675000000,Kofta Meatballs with Cheese,kofta-meatballs-with-cheese,495.0,495.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2003675000000.jpg
3644728,2000714000000,Baladi Beef Kebab Halla,baladi-beef-kebab-halla,540.0,540.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000714000000.jpg
3644794,2004349000000,Baladi Low Fat Beef Cubes,baladi-low-fat-beef-cubes,500.0,500.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2004349370853.png
3644776,2000789000000,Baladi Beef Cubes,baladi-beef-cubes,490.0,490.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000789361802.png
22755,2000492000000,Baladi Low Fat Minced Meat,baladi-low-fat-minced-meat,540.0,540.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/m/i/microsoftteams-image_79_.png
3644740,2000718000000,Minced Meat,minced-meat,440.0,440.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000718000000_1.jpg
3644731,2000715000000,Baladi Beef Escalopes,baladi-beef-escalopes,540.0,540.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000715000000_55.jpg
3644734,2000716000000,Baladi Beef Entrecote Steak,baladi-beef-entrecote-steak,540.0,540.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000716000000.jpg
250761,2003787000000,Baladi Seoudi Seasoned Entrecote Steak,baladi-seoudi-seasoned-entrecote-steak,540.0,540.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000716000000_copy.jpg
250764,2003788000000,Baladi Beef Shawerma Escalopes,baladi-beef-shawerma-escalopes,540.0,540.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2003923000000_copy_1_1.jpg
6762,2000723000000,Seoudi Beef Seasoned Shawerma,seoudi-beef-seasoned-shawerma,535.0,535.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000723194541_copy.jpg
3644758,2000727000000,Seoudi Oriental Sausage,seoudi-oriental-sausage,425.0,425.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000727000000.jpg
18219,2004001000000,Seoudi Low Fat Beef Sausage,seoudi-low-fat-beef-sausage,515.0,515.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000727000000_copy_1.jpg
17403,2004010000000,Seoudi Low Fat Burger,seoudi-low-fat-burger,515.0,515.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/l/o/low_fat.jpg
3644755,2000726000000,Seoudi Beef Burger,seoudi-beef-burger,425.0,425.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000726000000.jpg
33594,2004011000000,Seoudi Low Fat Beef Kofta,seoudi-low-fat-beef-kofta,515.0,515.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/k/o/koftaaa.jpg
3644749,2000721000000,Seoudi Kofta Beef Skewers,seoudi-kofta-beef-skewers,425.0,425.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000721000000.jpg
3648123,2000897000000,Seoudi Kofta Dawood Basha,seoudi-kofta-dawood-basha,420.0,420.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000897000000_copy.jpg
6765,2000722000000,Seoudi Rice Kofta,seoudi-rice-kofta,415.0,415.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000722000000_copy_1_.jpg
17706,2000796000000,Seoudi Low Fat Hawawshi - 1 Piece,seoudi-low-fat-hawawshi-1-piece,210.0,210.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000796000000_1.jpg
3644782,2000797000000,Seoudi Hawawshi - 1 Piece,seoudi-hawawshi-1-piece,150.0,150.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000797000000.jpg
33357,2003686000000,Seoudi Mini Hawawshi,seoudi-mini-hawawshi,395.0,395.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/m/i/minihawashi.png
6717,2000763000000,Baladi Beef T-Bone Steak,baladi-beef-tbone-steak,545.0,545.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000763000000.png
52953,2003938000000,Baladi Beef Rib Eye,baladi-beef-rib-eye,545.0,545.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000716000000_2_copy.jpg
119639,2003843000000,Beef Toma Hawk Steak,beef-toma-hawk-steak,525.0,525.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2003843000000.png
6732,2000748000000,Beef Tail,beef-tail,525.0,525.0,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/2/0/2000748115576_copy.jpg
